"Month","DayOfTheMonth","DayOfTheYear","DayOfTheWeek","Hour","Minute","OverallLoad1","OverallLoad2","OverallLoad3","OverallLoad4","OverallLoad5","OverallLoad6","OverallLoad7","OverallLoad8","OverallLoad9","OverallLoad10","OverallLoad11","OverallLoad12","AirLoad1","AirLoad2","AirLoad3","AirLoad4","AirLoad5","AirLoad6","AirLoad7","AirLoad8","AirLoad9","AirLoad10","AirLoad11","AirLoad12","isHollidays","Forecast"
3,8,68,5,0,30,0.1,0.12,0.11,0.1,0.12,0.11,0.12,0.1,0.11,0.1,0.12,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
3,7,67,4,15,45,0.44,0.45,0.42,0.27,0.44,0.43,0.4,0.42,0.43,0.41,0.42,0.41,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.41
7,22,204,1,19,0,0.11,0.11,0.1,0.1,0.1,0.08,0.11,0.1,0.1,0.1,0.12,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
3,4,64,1,12,45,0.11,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.1
4,9,100,2,10,0,0.11,0.1,0.12,0.1,0.1,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,0.1
9,18,262,3,23,15,0.1,0.08,0.1,0.11,0.12,0.12,0.1,0.11,0.11,0.13,0.1,0.11,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.1
1,25,25,6,9,45,0.12,0.17,0.29,0.15,0.21,0.26,0.25,0.31,0.29,0.27,0.29,0.28,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.29
6,5,157,3,7,0,0.45,0.44,0.43,0.56,0.55,0.53,0.53,0.54,0.11,0.23,0.27,0.3,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.3
7,14,196,7,11,0,0.08,0.13,0.07,0.12,0.08,0.13,0.07,0.12,0.07,0.07,0.14,0.07,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
7,15,197,1,9,30,0.08,0.13,0.07,0.13,0.06,0.15,0.06,0.14,0.06,0.15,0.06,0.13,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.07
2,18,49,7,2,45,0.1,0.1,0.1,0.09,0.1,0.11,0.1,0.09,0.09,0.11,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
2,17,48,6,5,30,0.13,0.11,0.11,0.11,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.11
3,2,62,6,14,30,0.35,0.33,0.31,0.15,0.18,0.15,0.15,0.19,0.35,0.32,0.32,0.34,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.58
12,22,357,7,12,0,0.1,0.07,0.12,0.11,0.1,0.1,0.11,0.1,0.12,0.12,0.1,0.08,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
10,1,275,2,6,15,0.11,0.07,0.1,0.11,0.1,0.12,0.1,0.1,0.1,0.17,0.19,0.18,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
2,3,34,6,1,30,0.11,0.11,0.11,0.11,0.13,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
10,11,285,5,12,30,1.32,1.82,1.98,2,2.07,1.99,0.85,0.24,0.26,0.24,0.26,0.16,0.97,1.27,1.24,1.2,1.26,1.2,0.46,0,0.01,0.01,0.01,0,0,0.39
5,17,138,5,23,0,0.11,0.09,0.1,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
4,17,108,3,5,30,0.09,0.11,0.1,0.1,0.09,0.28,0.41,0.64,0.63,0.74,0.96,0.86,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.86
6,30,182,7,18,15,0.06,0.14,0.06,0.14,0.07,0.13,0.07,0.12,0.09,0.13,0.07,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0,0.08
11,17,322,7,17,0,0.11,0.1,0.1,0.1,0.1,0.12,0.07,0.1,0.1,0.1,0.1,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
10,12,286,6,12,15,0.11,0.12,0.11,0.1,0.1,0.1,0.13,0.1,0.1,0.11,0.1,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,1,0.12
7,29,211,1,21,0,0.11,0.11,0.09,0.11,0.11,0.12,0.1,0.1,0.07,0.11,0.12,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
9,20,264,5,11,30,0.52,0.57,0.52,0.53,0.4,0.36,0.54,0.52,0.42,0.43,0.39,0.33,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.35
10,27,301,7,18,30,0.11,0.1,0.1,0.1,0.11,0.09,0.11,0.1,0.11,0.11,0.13,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.1
12,13,348,5,21,45,0.09,0.11,0.12,0.1,0.13,0.12,0.11,0.11,0.12,0.11,0.08,0.13,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
2,28,59,3,0,15,0.09,0.1,0.1,0.11,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
11,26,331,2,3,30,0.1,0.07,0.11,0.12,0.09,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
9,17,261,2,1,0,0.12,0.1,0.11,0.06,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
12,11,346,3,22,15,0.07,0.11,0.11,0.11,0.1,0.13,0.11,0.11,0.11,0.12,0.07,0.12,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.12
3,2,62,6,18,15,0.46,0.47,0.54,0.45,0.43,0.43,0.51,0.58,0.62,0.61,0.49,0.46,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.46
6,11,163,2,23,0,0.11,0.09,0.11,0.09,0.13,0.1,0.11,0.09,0.13,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.11
1,13,13,1,19,0,0.1,0.11,0.1,0.1,0.09,0.07,0.09,0.11,0.11,0.1,0.09,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.1
11,14,319,4,19,0,0.3,0.4,0.41,0.42,0.42,0.39,0.36,0.36,0.37,0.24,0.37,0.29,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
1,9,9,4,10,0,0.28,0.3,0.33,0.31,0.37,0.29,0.37,0.47,0.51,0.5,0.52,0.53,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.39
9,21,265,6,8,45,0.22,0.21,0.21,0.22,0.22,0.27,0.19,0.31,0.29,0.28,0.27,1.42,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,1.12,0,3.05
8,16,229,5,9,0,3.21,2.09,3.16,3.1,1.89,0.9,1.16,1.08,1.39,1.37,0.77,1.31,2.54,1.68,2.52,2.48,1.5,0.7,0.97,0.9,1.21,1.19,0.65,1.15,1,1.02
12,27,362,5,18,15,0.1,0.1,0.11,0.12,0.07,0.1,0.11,0.11,0.11,0.12,0.12,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
6,3,155,1,13,45,0.1,0.11,0.09,0.1,0.1,0.11,0.09,0.1,0.1,0.11,0.09,0.1,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
10,24,298,4,3,0,0.11,0.11,0.12,0.08,0.12,0.1,0.11,0.12,0.13,0.11,0.11,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
10,25,299,5,4,0,0.11,0.1,0.11,0.12,0.1,0.1,0.07,0.11,0.11,0.11,0.1,0.12,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.38
5,2,123,4,18,0,0.26,0.26,0.25,0.23,0.08,0.12,0.12,0.12,0.12,0.12,0.11,0.13,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
3,6,66,3,22,15,0.09,0.11,0.12,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.12,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
7,29,211,1,19,45,0.11,0.07,0.1,0.1,0.12,0.11,0.11,0.09,0.11,0.11,0.12,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
8,18,231,7,22,15,0.07,0.11,0.12,0.1,0.1,0.11,0.12,0.12,0.07,0.11,0.1,0.13,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.11
4,3,94,3,7,45,1.02,1,0.99,0.89,0.8,0.17,0.15,0.12,0.11,0.26,0.26,0.38,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.45
8,25,238,7,3,0,0.1,0.1,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,1,0.11
5,13,134,1,12,45,0.09,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.09
10,16,290,3,13,45,0.54,0.52,0.42,0.43,0.49,0.61,0.61,0.61,0.6,0.41,0.63,0.63,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.63
7,3,185,3,15,0,1.38,0.76,1.45,0.79,1.52,0.72,1.42,0.69,0.68,1.36,0.71,1.42,1.1,0.61,1.17,0.65,1.18,0.56,1.09,0.54,0.53,1.07,0.55,1.11,0,0.69
7,7,189,7,2,45,0.13,0.06,0.14,0.07,0.14,0.07,0.12,0.08,0.14,0.07,0.13,0.07,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0,0.13
2,10,41,6,3,30,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
12,3,338,2,4,15,0.11,0.1,0.12,0.12,0.1,0.11,0.1,0.11,0.1,0.12,0.12,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
9,11,255,3,16,15,0.11,0.09,0.11,0.11,0.12,0.1,0.1,0.1,0.07,0.12,0.11,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,1,0.1
9,11,255,3,7,30,0.13,0.1,0.1,0.1,0.1,0.12,0.11,0.09,0.1,0.07,0.12,0.11,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,1,0.09
3,5,65,2,1,15,0.1,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.09
8,22,235,4,18,45,0.91,1.42,0.14,0.11,0.11,0.11,0.1,0.08,0.11,0.1,0.1,0.1,0.8,1.3,0.02,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,1,0.12
5,31,152,5,13,15,0.15,0.18,0.17,0,0,1.64,1.52,1.58,1.28,1.35,0.75,0.55,0.01,0.01,0.01,1.81,1.95,1.5,1.36,1.4,1.03,1.13,0.53,0.3,0,1.32
4,10,101,3,8,30,0.68,0.44,0.1,0.12,0.1,0.1,0.24,0.28,0.28,0.3,0.28,0.32,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.33
5,14,135,2,10,0,0,0.3,0.13,0.15,0.17,0.2,0.17,0.16,0.14,0.15,0.17,0.15,0,0.02,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.15
1,7,7,2,1,45,0.11,0.08,0.1,0.1,0.11,0.11,0.12,0.1,0.11,0.1,0.1,0.07,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.13
7,24,206,3,23,30,0.12,0.11,0.1,0.12,0.07,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
5,20,141,1,12,15,0.1,0.1,0.11,0.1,0.11,0.09,0.12,0.1,0.07,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.11
12,22,357,7,7,0,0.11,0.06,0.11,0.12,0.1,0.11,0.1,0.1,0.1,0.13,0.1,0.07,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
6,21,173,5,11,45,0.95,0,1,1.9,1.17,0,0.92,1.93,0.93,0,1.05,0,0.66,1.6,0.71,1.29,0.88,1.48,0.64,1.33,0.64,1.73,0.79,1.54,0,0.72
4,4,95,4,7,30,0.11,0.1,0.11,0.09,0.12,0.09,0.11,0.09,0.22,0.23,0.26,0.4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.42
6,19,171,3,19,45,0.09,0.15,0.06,0.15,0.06,0.14,0.07,0.06,0.14,0.06,0.14,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.14
9,21,265,6,13,45,0.31,0.17,1.57,3.01,2.37,1.65,2.09,1.24,1.41,1.45,1.28,1.35,0,0.01,1.2,2.49,1.98,1.23,1.7,0.98,1.08,1.17,1.01,1.04,0,0.29
8,23,236,5,6,0,0.1,0.1,0.12,0.07,0.1,0.11,0.1,0.11,0.11,0.37,0.52,1.29,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.87,1,1.94
8,4,217,7,4,30,0.11,0.11,0.07,0.1,0.11,0.09,0.13,0.09,0.11,0.09,0.11,0.11,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,1,0.11
5,24,145,5,7,30,0.52,0.64,0.53,0.44,0.41,0.16,0.1,0.11,0.09,0.1,0.09,0.12,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.12
11,22,327,5,22,0,0.11,0.11,0.11,0.1,0.07,0.1,0.1,0.1,0.12,0.1,0.09,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
2,12,43,1,20,30,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
12,5,340,4,23,45,0.1,0.13,0.1,0.11,0.1,0.08,0.1,0.13,0.11,0.1,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
2,9,40,5,5,0,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.11,0.16,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.64
4,17,108,3,23,0,0.09,0.1,0.11,0.09,0.11,0.09,0.12,0.1,0.09,0.11,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
10,26,300,6,6,15,0.09,0.08,0.09,0.12,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.11
11,21,326,4,23,30,0.1,0.11,0.1,0.11,0.13,0.1,0.11,0.11,0.11,0.08,0.12,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
6,5,157,3,9,30,0.27,0.3,0.3,0.36,0.34,0.37,0.32,0.28,0.28,0.32,0.39,0.35,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.29
8,6,219,2,22,45,0.1,0.08,0.1,0.11,0.1,0.11,0.12,0.11,0.11,0.07,0.1,0.13,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,1,0.1
7,13,195,6,22,30,0.06,0.15,0.07,0.13,0.06,0.14,0.07,0.15,0.07,0.14,0.07,0.07,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0,0.15
5,10,131,5,12,15,0.16,0.18,0.16,0.18,0.18,0.17,0.16,0.3,0.2,0.15,0.13,0.15,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.17
2,1,32,4,17,0,0.91,1.05,0.85,0.82,0.9,0.79,0.77,0.8,0.73,0.48,0.7,0.73,0.3,0.23,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.66
12,30,365,1,23,45,0.12,0.11,0.1,0.08,0.1,0.11,0.12,0.12,0.1,0.11,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
2,9,40,5,12,30,0.48,0.28,0.42,0.47,0.48,0.53,0.51,0.46,0.44,0.43,0.43,0.44,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.19
6,27,179,4,4,0,0.07,0.14,0.07,0.12,0.07,0.13,0.07,0.13,0.06,0.14,0.06,0.13,0,0.01,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0,0.07
4,2,93,2,10,30,0.34,0.32,0.35,0.3,0.3,0.33,0.3,0.28,0.31,0.31,0.29,0.3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.2
6,26,178,3,11,45,1.19,1.22,0,1.43,0,0,1.06,0,1.12,0,0,0,1,0.98,1.85,1.19,1.95,2.19,0.83,2.03,0.83,1.68,0,0,0,0
6,13,165,4,21,15,0.1,0.09,0.12,0.09,0.07,0.1,0.11,0.1,0.11,0.09,0.1,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.11
2,8,39,4,6,30,0.12,0.09,0.11,0.1,0.1,0.12,0.1,0.07,0.1,0.1,0.11,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
9,23,267,1,9,30,0.11,0.09,0.12,0.11,0.07,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0,0.11
6,29,181,6,8,30,0.14,0.07,0.14,0.06,0.08,0,1.07,0,0.96,1.84,0.87,0,0.02,0,0.01,0.01,0.01,2.39,0.94,1.85,0.82,1.51,0.71,1.82,0,0.91
9,2,246,1,3,30,0.1,0.11,0.1,0.13,0.06,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.07
1,10,10,5,7,15,0.09,0.11,0.2,0.5,0.54,0.56,0.66,0.63,0.69,0.35,0.21,0.22,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.23
2,14,45,3,7,30,0.08,0.09,0.55,0.64,1.06,1.09,1.05,1.07,0.74,0.34,0.1,0.12,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.22
5,4,125,6,15,0,0.15,0.18,0.2,0.38,0.43,0.4,0.42,0.43,0.43,0.4,0.42,0.43,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.4
3,21,81,4,19,45,0.56,0.57,0.54,0.46,0.44,0.37,0.11,0.11,0.1,0.1,0.1,0.11,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
1,26,26,7,4,30,0.12,0.13,0.13,0.14,0.12,0.13,0.12,0.13,0.08,0.14,0.13,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.12
10,31,305,4,16,15,0.46,0.45,0.44,0.47,0.6,0.6,0.4,0.58,0.44,0.4,0.42,0.41,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.39
5,23,144,4,15,15,0.12,0.12,0.16,0.21,0.29,0.23,0.26,0.25,0.4,0.48,0.44,0.43,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.42
4,22,113,1,11,45,0.1,0.1,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.1,0.1,0.09,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.1
9,7,251,6,1,0,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.12,0.11,0.1,0.11,0.06,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,0.12
11,13,318,3,14,15,0.41,0.45,0.53,0.53,0.48,0.31,0.5,0.56,0.63,0.62,0.41,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0,0,1.44
2,1,32,4,20,45,0.59,0.54,0.45,0.46,0.48,0.46,0.46,0.46,0.47,0.46,0.47,0.47,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.48
7,5,187,5,2,0,0.16,0.07,0.15,0.07,0.15,0.08,0.14,0.07,0.14,0.08,0.15,0.08,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0,0,0.14
9,3,247,2,0,45,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.08,0.12,0.1,0.1,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.11
8,12,225,1,23,45,0.13,0.11,0.11,0.1,0.11,0.13,0.11,0.1,0.08,0.09,0.13,0.11,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,1,0.11
1,26,26,7,18,15,0.12,0.13,0.13,0.08,0.15,0.12,0.13,0.12,0.13,0.12,0.15,0.12,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.13
11,23,328,6,10,30,0.23,0.25,0.27,0.23,0.27,0.32,0.3,0.48,0.43,0.46,0.46,0.42,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.42
6,16,168,7,15,30,0.11,0.09,0.1,0.1,0.11,0.1,0.09,0.1,0.11,0.1,0.09,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.1
6,5,157,3,20,45,0.12,0.09,0.11,0.09,0.12,0.1,0.1,0.1,0.11,0.11,0.09,0.11,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.11
5,30,151,4,12,15,1.75,1.83,1.77,1.75,0.69,0.37,0.47,0.47,0.55,0.47,0.44,0.22,1.31,1.38,1.32,1.32,0.3,0,0.01,0.01,0.01,0,0.01,0.01,0,0.14
5,17,138,5,14,15,0.35,0.33,0.33,0.35,0.34,0.37,0.33,0.36,0.55,0.57,0.43,0.38,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.25
11,4,309,1,15,15,0.11,0.1,0.12,0.08,0.1,0.09,0.11,0.09,0.13,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.1
7,16,198,2,4,15,0.06,0.15,0.07,0.13,0.06,0.15,0.06,0.14,0.06,0.13,0.08,0.13,0.01,0.01,0.01,0.01,0,0.02,0,0.01,0.01,0.01,0.01,0.01,0,0.07
1,28,28,2,19,0,0.39,0.42,0.38,0.4,0.34,0.33,0.33,0.3,0.18,0.26,0.17,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.13
11,27,332,3,12,0,0.63,0.66,0.67,0.7,0.7,0.72,0.46,1.04,2.54,2.48,2.4,2.4,0.01,0.01,0.01,0.01,0.01,0.01,0,0.43,1.78,1.75,1.65,1.69,0,1.44
5,20,141,1,14,45,0.1,0.11,0.11,0.09,0.1,0.12,0.1,0.1,0.1,0.11,0.1,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.1
2,18,49,7,1,30,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.11,0.1,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.09
1,12,12,7,0,30,0.11,0.09,0.1,0.09,0.11,0.08,0.1,0.09,0.1,0.1,0.11,0.1,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.1
3,19,79,2,6,30,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.11
4,29,120,1,20,0,0.19,0.18,0.19,0.19,0.19,0.12,0.19,0.2,0.18,0.19,0.19,0.2,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0,0.19
10,11,285,5,10,0,0.56,0.56,0.59,0.62,0.61,0.59,0.56,0.55,2.1,2.64,1.32,1.82,0.01,0.01,0.01,0.04,0,0.01,0.01,0.01,1.56,2.13,0.97,1.27,0,1.98
